OrderID,CustomerID,ProductID,OrderDate,Quantity,Price,Sales
5012,4835,783,2023-12-16,5,422,2110
5013,2792,974,2024-05-27,4,258,1032
5014,4213,110,2023-05-18,2,20,40
5015,3984,200,2023-12-01,1,279,279
5016,3769,792,2022-12-02,1,181,181
5017,1505,958,2023-05-05,4,463,1852
5018,2451,225,2023-02-03,1,213,213
5019,3045,592,2022-08-20,5,14,70
5020,2034,987,2022-10-30,3,320,960
5021,1700,763,2022-05-08,5,114,570
5022,2281,220,2022-12-05,5,457,2285
5023,1308,812,2022-11-12,4,19,76
5024,2528,654,2023-08-07,2,213,426
5025,3839,73,2024-06-13,5,212,1060
5026,976,878,2024-02-24,4,392,1568
5027,2057,717,2022-09-06,4,444,1776
5028,4811,435,2022-03-07,3,429,1287
5029,2427,918,2022-10-20,4,160,640
5030,3675,734,2023-01-03,5,268,1340
5031,2429,672,2024-03-02,1,477,477
5032,4940,592,2023-08-16,1,14,14
5033,3734,115,2023-10-17,5,40,200
5034,360,25,2023-07-17,1,439,439
5035,2224,177,2024-03-01,3,143,429
5036,485,279,2024-05-08,2,444,888
5037,1429,293,2023-12-27,4,225,900
5038,2081,220,2022-10-30,2,457,914
5039,696,3,2022-07-09,1,178,178
5040,4661,828,2022-07-24,2,446,892
5041,202,315,2024-01-23,3,151,453
5042,3858,407,2024-01-26,1,237,237
5043,1199,545,2023-03-23,4,291,1164
5044,1268,694,2024-02-19,5,493,2465
5045,2971,551,2022-04-09,3,407,1221
5046,74,153,2024-06-14,1,367,367
5047,96,63,2022-12-14,3,309,927
5048,4269,89,2024-02-17,5,334,1670
5049,3478,103,2022-07-21,4,122,488
5050,2203,853,2023-03-15,2,56,112
5051,258,503,2022-02-14,3,195,585
5052,3659,699,2023-12-29,5,309,1545
5053,4426,159,2022-12-14,3,50,150
5054,2807,561,2022-12-25,5,61,305
5055,4257,734,2022-02-06,3,268,804
5056,186,359,2023-09-04,5,102,510
5057,143,700,2022-12-21,2,22,44
5058,3354,765,2024-05-24,3,31,93
5059,640,877,2023-03-16,2,358,716
5060,3750,490,2023-11-20,5,168,840
5061,2075,192,2023-05-21,3,413,1239
5062,3969,244,2023-03-26,3,341,1023
5063,202,994,2024-02-03,5,441,2205
5064,3093,934,2023-07-19,2,393,786
5065,3166,583,2024-05-22,5,270,1350
5066,3080,859,2023-05-01,4,33,132
5067,4568,77,2022-05-31,5,183,915
5068,2103,733,2022-05-07,2,340,680
5069,911,855,2022-08-31,4,254,1016
5070,1572,776,2024-05-02,4,284,1136
5071,3449,981,2022-01-29,4,284,1136
5072,2160,781,2022-08-16,4,404,1616
5073,4326,794,2022-04-17,3,361,1083
5074,2545,906,2024-01-11,1,352,352
5075,1330,733,2023-05-15,5,340,1700
5076,3614,91,2024-03-05,4,212,848
5077,461,568,2023-12-11,3,50,150
5078,807,388,2022-05-28,2,40,80
5079,3700,618,2023-11-25,4,92,368
5080,2274,287,2023-07-14,4,339,1356
5081,59,785,2023-09-11,2,310,620
5082,2476,904,2023-11-27,1,387,387
5083,4824,436,2023-05-04,1,105,105
5084,1156,805,2023-10-24,3,472,1416
5085,498,893,2023-10-25,2,282,564
5086,4326,916,2022-06-11,1,111,111
5087,4429,47,2024-02-11,4,249,996
5088,3977,970,2023-04-25,4,414,1656
5089,1608,307,2022-09-29,5,369,1845
5090,721,114,2022-11-20,5,363,1815
5091,1275,58,2023-06-24,1,152,152
5092,3868,44,2024-01-15,5,68,340
5093,691,354,2023-06-18,3,17,51
5094,4024,231,2022-01-08,5,219,1095
5095,4153,779,2022-08-06,3,216,648
5096,3438,12,2024-01-13,4,166,664
5097,2356,394,2022-12-16,1,221,221
5098,750,717,2022-04-24,3,444,1332
5099,3052,566,2023-11-24,1,171,171
5100,4774,546,2022-05-17,5,181,905
5101,3565,760,2024-05-07,3,489,1467
5102,4656,414,2023-03-02,2,459,918
5103,1705,911,2022-05-03,5,263,1315
5104,3446,502,2022-02-23,1,157,157
5105,4445,648,2022-11-27,5,421,2105
5106,2378,230,2024-06-07,4,485,1940
5107,3232,356,2023-02-13,2,324,648
5108,2216,424,2022-04-08,1,192,192
5109,886,500,2022-04-01,2,162,324
5110,865,278,2023-05-14,2,167,334
5111,3495,773,2023-06-06,2,181,362
5112,3055,480,2023-04-08,1,304,304
5113,786,20,2022-08-30,4,247,988
5114,457,215,2023-01-31,2,383,766
5115,345,744,2022-09-21,2,488,976
5116,554,494,2023-12-11,3,116,348
5117,788,118,2022-12-10,5,117,585
5118,1820,561,2024-02-08,1,61,61
5119,705,631,2024-03-03,1,342,342
5120,4908,436,2024-03-23,5,105,525
5121,953,450,2022-06-24,4,341,1364
5122,815,659,2024-02-18,3,460,1380
5123,1549,730,2022-07-09,3,351,1053
5124,144,740,2022-08-03,1,157,157
5125,2778,398,2023-02-24,3,476,1428
5126,3767,263,2022-02-09,5,157,785
5127,4959,953,2022-03-12,2,126,252
5128,3826,336,2022-08-07,1,40,40
5129,1217,522,2022-12-31,1,488,488
5130,1808,875,2023-06-01,1,449,449
5131,4471,662,2024-01-07,3,481,1443
5132,4773,730,2022-07-04,1,351,351
5133,2740,133,2022-05-24,1,212,212
5134,1290,204,2023-01-30,4,306,1224
5135,556,984,2023-11-25,1,423,423
5136,863,504,2023-01-18,5,358,1790
5137,2486,536,2024-03-28,3,207,621
5138,4977,655,2023-12-29,1,262,262
5139,2356,856,2023-12-03,5,212,1060
5140,966,216,2022-12-22,3,361,1083
5141,2396,234,2022-09-20,3,489,1467
5142,476,922,2024-05-09,1,100,100
5143,1339,567,2022-11-12,3,304,912
5144,525,354,2023-04-16,5,17,85
5145,2572,402,2024-03-17,4,206,824
5146,562,683,2022-03-18,2,468,936
5147,3703,485,2023-07-17,1,346,346
5148,4665,390,2023-04-14,3,455,1365
5149,1206,173,2022-05-04,4,274,1096
5150,4034,793,2022-05-04,5,460,2300
5151,3848,977,2023-11-10,3,39,117
5152,4202,507,2023-12-18,5,386,1930
5153,2239,144,2022-06-13,2,13,26
5154,1161,951,2023-06-08,3,47,141
5155,4796,247,2022-11-24,2,78,156
5156,3826,440,2023-05-11,5,317,1585
5157,72,541,2022-04-17,2,74,148
5158,755,320,2022-12-22,4,124,496
5159,3853,385,2023-07-19,4,408,1632
5160,905,636,2022-07-08,5,216,1080
5161,52,685,2024-05-28,3,421,1263
5162,2622,234,2022-05-02,5,489,2445
5163,3191,365,2022-08-24,2,249,498
5164,3949,980,2022-01-23,1,378,378
5165,1288,538,2024-03-01,1,156,156
5166,4781,597,2024-01-12,4,80,320
5167,1773,562,2022-10-12,4,328,1312
5168,3903,498,2023-03-10,1,396,396
5169,3921,667,2023-10-26,2,188,376
5170,950,612,2022-05-30,5,228,1140
5171,3139,419,2023-06-08,3,489,1467
5172,2417,592,2024-04-27,1,14,14
5173,2280,541,2022-07-12,2,74,148
5174,1426,135,2024-06-01,5,492,2460
5175,1585,62,2022-02-05,1,342,342
5176,1047,71,2023-07-08,3,18,54
5177,2166,895,2024-01-16,5,158,790
5178,4024,802,2023-01-19,2,222,444
5179,1177,944,2023-06-20,3,146,438
5180,2161,645,2023-02-27,1,268,268
5181,1032,117,2022-02-07,4,252,1008
5182,3289,510,2022-06-09,4,275,1100
5183,4527,520,2024-02-06,2,59,118
5184,1316,200,2023-11-29,4,279,1116
5185,893,555,2023-07-20,5,477,2385
5186,107,989,2024-02-04,4,164,656
5187,3081,692,2024-04-23,4,403,1612
5188,745,842,2022-09-23,5,210,1050
5189,622,769,2022-02-26,2,158,316
5190,4241,550,2022-07-23,1,229,229
5191,821,988,2024-04-24,2,53,106
5192,412,775,2022-03-20,4,123,492
5193,114,337,2024-02-03,2,245,490
5194,2447,184,2023-01-17,1,138,138
5195,3347,496,2022-01-30,5,76,380
5196,4220,430,2024-03-31,5,31,155
5197,86,280,2023-08-12,5,255,1275
5198,4143,803,2022-08-31,2,60,120
5199,1573,713,2023-11-19,4,213,852
5200,2006,42,2024-03-21,5,163,815
5201,4080,963,2022-05-09,4,254,1016
5202,804,300,2023-08-17,3,269,807
5203,3335,516,2022-10-22,5,275,1375
5204,3350,992,2022-06-27,1,110,110
5205,1070,364,2023-01-28,4,229,916
5206,2670,119,2023-03-09,3,345,1035
5207,4142,77,2023-10-06,5,183,915
5208,2772,792,2023-01-11,4,181,724
5209,4636,839,2022-08-07,4,67,268
5210,4183,915,2024-02-06,3,412,1236
5211,1409,123,2023-08-27,1,317,317
5212,3741,859,2022-01-24,2,33,66
5213,265,434,2023-08-03,1,481,481
5214,3849,987,2023-03-20,2,320,640
5215,3094,402,2022-09-11,1,206,206
5216,4799,350,2023-10-30,1,454,454
5217,1474,668,2023-11-23,5,72,360
5218,4282,413,2022-11-15,4,285,1140
5219,326,329,2024-01-03,1,151,151
5220,1207,103,2024-05-14,4,122,488
5221,4493,871,2023-06-26,4,78,312
5222,1505,341,2023-03-27,4,379,1516
5223,3535,941,2023-10-21,4,76,304
5224,1441,614,2022-05-29,1,297,297
5225,956,903,2023-02-28,2,315,630
5226,555,45,2022-10-04,4,233,932
5227,3255,345,2022-12-06,4,106,424
5228,4140,410,2024-02-07,5,342,1710
5229,4997,500,2022-11-07,1,162,162
5230,4578,582,2024-03-11,1,42,42
5231,2037,49,2023-02-26,1,398,398
5232,1287,119,2023-06-05,2,345,690
5233,1198,852,2022-02-19,4,207,828
5234,4662,402,2023-08-30,3,206,618
5235,2268,468,2022-02-01,2,274,548
5236,3630,808,2022-02-10,4,74,296
5237,3466,530,2023-12-28,5,139,695
5238,772,47,2024-06-02,3,249,747
5239,2457,1,2022-10-25,5,368,1840
5240,471,161,2022-03-17,1,126,126
5241,1371,295,2023-03-30,2,178,356
5242,3133,624,2023-08-21,3,413,1239
5243,672,23,2023-04-24,3,94,282
5244,1175,756,2023-09-08,1,137,137
5245,111,270,2023-03-02,4,333,1332
5246,3560,476,2023-10-30,3,380,1140
5247,1027,981,2023-10-28,2,284,568
5248,3555,765,2023-03-12,2,31,62
5249,3234,940,2022-04-01,5,271,1355
5250,4440,293,2024-04-27,2,225,450
5251,1473,583,2022-07-03,1,270,270
5252,2380,588,2022-01-08,2,173,346
5253,4873,499,2022-07-22,2,155,310
5254,2972,677,2022-09-16,1,40,40
5255,2382,487,2024-04-13,4,412,1648
5256,3291,412,2023-01-20,3,398,1194
5257,4754,379,2022-01-01,1,139,139
5258,1834,775,2022-12-06,4,123,492
5259,454,621,2024-03-20,1,235,235
5260,741,889,2023-11-21,1,160,160
5261,2381,692,2023-08-15,5,403,2015
5262,2358,512,2023-03-11,3,256,768
5263,1444,657,2024-03-26,3,311,933
5264,3681,702,2022-10-22,5,437,2185
5265,1749,165,2024-04-17,3,414,1242
5266,2402,14,2022-08-21,3,458,1374
5267,4920,491,2023-07-02,2,340,680
5268,3172,244,2022-03-17,1,341,341
5269,4241,435,2023-08-09,3,429,1287
5270,2007,823,2023-07-01,4,343,1372
5271,1787,569,2023-05-02,5,386,1930
5272,1410,4,2024-04-13,3,158,474
5273,1763,214,2023-01-12,4,122,488
5274,910,49,2023-06-27,1,398,398
5275,761,81,2023-11-11,1,30,30
5276,3241,547,2023-05-08,1,21,21
5277,2690,878,2022-03-20,3,392,1176
5278,531,181,2023-01-18,2,337,674
5279,1360,672,2023-11-04,3,477,1431
5280,3819,870,2022-07-13,2,439,878
5281,2028,377,2023-06-23,5,340,1700
5282,2561,479,2022-06-27,2,92,184
5283,2178,217,2022-12-10,4,45,180
5284,1538,266,2023-08-26,1,181,181
5285,1274,763,2022-04-25,3,114,342
5286,2782,625,2022-04-05,2,299,598
5287,947,190,2023-05-25,1,231,231
5288,1299,2,2022-01-26,1,377,377
5289,2512,575,2022-09-10,2,169,338
5290,2189,475,2022-05-30,5,337,1685
5291,882,460,2023-03-26,1,195,195
5292,1848,632,2023-02-04,5,484,2420
5293,1976,757,2022-10-08,5,87,435
5294,4269,400,2022-09-06,3,138,414
5295,4569,784,2022-12-09,2,251,502
5296,2965,131,2023-07-02,4,479,1916
5297,3064,217,2022-09-27,4,45,180
5298,3129,530,2024-03-18,3,139,417
5299,498,231,2022-09-22,2,219,438
5300,2217,810,2022-02-09,5,192,960
5301,989,232,2022-12-17,5,411,2055
5302,2609,416,2023-01-05,5,84,420
5303,2476,124,2024-04-18,4,142,568
5304,4515,562,2023-01-13,4,328,1312
5305,1371,177,2023-07-11,4,143,572
5306,3589,515,2022-01-01,1,361,361
5307,2503,72,2023-02-17,3,468,1404
5308,4810,372,2023-10-10,4,375,1500
5309,179,125,2022-07-20,1,404,404
5310,1930,383,2023-11-29,4,428,1712
5311,2549,5,2022-01-19,1,258,258
5312,4835,185,2024-03-25,4,361,1444
5313,112,84,2023-04-28,1,166,166
5314,3220,940,2023-09-24,1,271,271
5315,715,665,2023-06-23,2,78,156
5316,1402,710,2023-12-26,4,365,1460
5317,2925,732,2024-05-24,3,65,195
5318,1382,23,2022-07-25,4,94,376
5319,3128,984,2022-07-23,3,423,1269
5320,4909,906,2023-09-28,1,352,352
5321,3012,650,2023-03-14,5,113,565
5322,1209,161,2023-09-02,2,126,252
5323,3126,73,2022-02-26,2,212,424
5324,37,914,2022-07-02,2,209,418
5325,1829,707,2023-03-31,3,118,354
5326,3061,97,2022-09-18,1,327,327
5327,3342,586,2024-01-09,3,339,1017
5328,3942,539,2022-04-04,5,181,905
5329,810,163,2024-04-22,2,279,558
5330,3073,62,2022-04-12,3,342,1026
5331,4119,402,2022-06-05,5,206,1030
5332,1527,263,2022-06-22,4,157,628
5333,3520,199,2024-03-12,5,312,1560
5334,4892,214,2023-08-30,5,122,610
5335,496,778,2024-01-29,1,489,489
5336,4996,508,2024-05-02,3,344,1032
5337,425,27,2023-04-09,3,222,666
5338,2748,580,2022-08-04,2,486,972
5339,2066,972,2022-08-02,5,226,1130
5340,1983,195,2022-07-05,5,144,720
5341,1469,439,2024-02-20,5,388,1940
5342,3801,816,2022-09-22,4,360,1440
5343,1234,875,2024-01-19,5,449,2245
5344,1798,323,2024-05-28,5,347,1735
5345,565,345,2022-11-24,4,106,424
5346,3020,922,2023-04-16,2,100,200
5347,1305,936,2022-02-18,1,223,223
5348,133,839,2022-05-18,2,67,134
5349,449,814,2022-04-15,3,307,921
5350,1831,610,2023-09-24,5,367,1835
5351,2159,202,2022-01-29,4,59,236
5352,3627,451,2022-11-01,3,70,210
5353,850,760,2023-11-22,2,489,978
5354,3963,348,2022-06-28,3,380,1140
5355,1481,11,2023-06-07,1,253,253
5356,901,435,2024-04-19,5,429,2145
5357,4855,32,2024-03-28,4,438,1752
5358,1540,840,2023-03-31,2,95,190
5359,1900,148,2024-05-22,5,29,145
5360,2945,645,2022-08-05,3,268,804
5361,4958,894,2022-01-09,1,185,185
5362,3245,937,2024-05-23,3,91,273
5363,515,269,2023-09-16,1,129,129
5364,1592,715,2023-07-09,1,30,30
5365,84,634,2023-11-09,2,428,856
5366,3743,98,2022-12-13,4,191,764
5367,4894,236,2023-07-10,1,65,65
5368,2128,643,2023-11-24,3,382,1146
5369,1602,911,2023-12-01,5,263,1315
5370,4618,764,2024-04-21,4,181,724
5371,1223,252,2022-08-28,2,53,106
5372,4330,865,2024-02-05,5,270,1350
5373,1843,568,2023-04-20,1,50,50
5374,2292,892,2024-04-03,1,122,122
5375,1590,939,2022-03-27,1,492,492
5376,2897,761,2022-07-03,4,314,1256
5377,4489,202,2023-11-17,1,59,59
5378,9,249,2024-01-23,5,396,1980
5379,4709,963,2023-02-08,5,254,1270
5380,715,814,2022-08-06,1,307,307
5381,1928,373,2022-10-20,4,18,72
5382,110,176,2023-02-24,3,407,1221
5383,4930,105,2023-04-22,5,483,2415
5384,266,974,2023-09-22,2,258,516
5385,3224,245,2022-07-24,4,491,1964
5386,955,225,2024-04-18,3,213,639
5387,1350,865,2023-12-16,2,270,540
5388,1575,932,2023-01-11,5,366,1830
5389,2224,663,2024-06-06,4,119,476
5390,3832,439,2024-03-31,4,388,1552
5391,3256,311,2023-11-27,5,340,1700
5392,1059,509,2022-07-14,4,496,1984
5393,1958,54,2022-12-30,5,359,1795
5394,4945,381,2023-07-01,4,20,80
5395,3148,321,2023-01-20,5,437,2185
5396,2520,219,2023-11-13,4,284,1136
5397,3654,819,2022-01-26,1,153,153
5398,2571,928,2024-05-24,1,310,310
5399,2928,469,2023-09-16,3,280,840
5400,3888,748,2023-03-27,3,19,57
5401,888,896,2022-12-10,5,187,935
5402,745,404,2023-09-03,1,51,51
5403,3515,347,2022-07-08,3,236,708
5404,2931,676,2023-09-29,5,322,1610
5405,2680,489,2022-12-26,4,200,800
5406,176,800,2023-01-14,1,456,456
5407,566,359,2022-06-22,5,102,510
5408,3218,57,2023-08-15,5,280,1400
5409,4358,541,2024-01-21,2,74,148
5410,4627,942,2023-09-10,3,71,213
5411,1395,87,2023-01-04,5,70,350
5412,1221,378,2022-04-09,5,186,930
5413,948,931,2022-03-19,3,248,744
5414,585,79,2022-07-05,2,93,186
5415,2863,363,2023-01-28,3,399,1197
5416,1621,970,2022-05-02,2,414,828
5417,3356,308,2023-11-01,2,126,252
5418,2350,911,2023-12-15,1,263,263
5419,3192,89,2022-07-10,1,334,334
5420,3208,977,2023-03-13,5,39,195
5421,2577,691,2022-06-03,5,388,1940
5422,532,287,2022-10-22,5,339,1695
5423,1232,971,2022-01-30,1,10,10
5424,1994,596,2023-10-15,1,360,360
5425,1698,223,2022-04-13,3,321,963
5426,3371,656,2022-03-06,5,151,755
5427,1546,164,2023-01-10,3,136,408
5428,3166,295,2022-08-19,3,178,534
5429,1438,651,2023-10-04,1,250,250
5430,371,660,2022-01-23,3,280,840
5431,4505,986,2022-10-17,1,45,45
5432,617,312,2022-11-17,1,448,448
5433,4167,753,2023-09-09,1,485,485
5434,4015,755,2022-02-11,4,39,156
5435,4180,474,2022-06-19,1,233,233
5436,2257,170,2024-04-16,5,439,2195
5437,4355,47,2023-02-27,2,249,498
5438,3311,6,2022-07-21,3,265,795
5439,932,877,2023-06-18,5,358,1790
5440,2330,547,2023-04-17,1,21,21
5441,394,904,2024-02-01,5,387,1935
5442,2466,71,2022-02-04,5,18,90
5443,3278,293,2024-01-05,5,225,1125
5444,1930,178,2022-02-13,4,222,888
5445,626,123,2023-05-15,2,317,634
5446,4658,757,2024-03-26,4,87,348
5447,2880,912,2024-03-28,1,451,451
5448,3167,521,2023-05-11,5,224,1120
5449,3423,843,2022-07-06,2,131,262
5450,2110,725,2024-04-21,5,85,425
5451,1166,828,2022-04-01,1,446,446
5452,2782,563,2024-03-11,3,198,594
5453,1892,814,2023-06-12,3,307,921
5454,3183,327,2022-05-07,2,59,118
5455,1640,908,2024-02-12,5,165,825
5456,782,576,2023-12-29,5,273,1365
5457,4693,883,2023-03-04,5,405,2025
5458,2057,744,2022-04-22,3,488,1464
5459,2324,533,2022-08-07,4,88,352
5460,2275,5,2022-09-27,3,258,774
5461,2234,6,2024-06-07,5,265,1325
5462,2639,43,2022-12-02,3,139,417
5463,3288,282,2024-05-10,4,441,1764
5464,2481,861,2023-04-15,3,283,849
5465,2617,566,2024-05-24,4,171,684
5466,356,896,2024-04-04,3,187,561
5467,4488,131,2022-03-11,1,479,479
5468,4675,651,2022-05-03,3,250,750
5469,3347,215,2023-09-19,1,383,383
5470,3523,25,2024-03-25,4,439,1756
5471,2468,908,2023-08-26,1,165,165
5472,164,577,2024-05-10,4,362,1448
5473,3635,260,2022-08-25,2,445,890
5474,4734,436,2022-08-08,2,105,210
5475,3664,383,2022-05-27,4,428,1712
5476,3255,961,2024-05-14,3,212,636
5477,3382,710,2022-03-03,1,365,365
5478,2065,418,2023-10-12,5,487,2435
5479,4266,475,2022-02-25,3,337,1011
5480,3985,109,2024-02-18,1,249,249
5481,3888,528,2022-08-24,4,350,1400
5482,340,715,2023-08-29,4,30,120
5483,4822,654,2023-12-19,4,213,852
5484,3782,870,2023-08-15,3,439,1317
5485,3591,625,2023-01-26,3,299,897
5486,1934,586,2024-03-31,1,339,339
5487,1646,957,2024-04-15,2,55,110
5488,4229,565,2023-10-18,4,114,456
5489,2688,118,2023-12-01,3,117,351
5490,4919,186,2022-02-20,5,131,655
5491,2127,575,2022-05-08,2,169,338
5492,4442,141,2022-08-15,1,285,285
5493,4705,301,2022-10-19,4,495,1980
5494,639,226,2022-09-22,2,482,964
5495,1225,225,2022-10-15,5,213,1065
5496,3706,183,2024-01-20,3,369,1107
5497,3911,161,2024-04-04,2,126,252
5498,4246,62,2022-12-12,3,342,1026
5499,1550,935,2022-11-09,3,276,828
5500,4146,397,2022-02-13,3,340,1020
5501,1506,593,2022-05-27,3,43,129
5502,4431,841,2024-06-03,5,64,320
5503,1376,397,2022-02-12,3,340,1020
5504,668,16,2022-11-20,4,295,1180
5505,2375,229,2022-11-16,5,211,1055
5506,4091,438,2022-04-05,5,259,1295
5507,1016,414,2023-10-15,1,459,459
5508,336,935,2022-08-26,3,276,828
5509,4762,609,2022-05-18,2,158,316
5510,81,360,2023-11-19,5,16,80
5511,2135,832,2023-10-22,1,17,17
5512,1800,838,2023-09-20,2,167,334
5513,258,652,2022-09-19,2,400,800
5514,185,130,2023-03-04,5,430,2150
5515,123,929,2023-03-08,2,204,408
5516,4701,655,2023-12-13,3,262,786
5517,5000,849,2022-03-05,3,401,1203
5518,3515,692,2023-01-17,2,403,806
5519,1395,163,2023-04-08,3,279,837
5520,2353,351,2022-01-29,3,477,1431
5521,3220,478,2023-05-13,5,174,870
5522,1309,635,2022-11-24,1,406,406
5523,3945,38,2022-01-09,2,202,404
5524,1942,976,2022-08-09,3,78,234
5525,491,298,2023-06-19,4,189,756
5526,1055,877,2023-05-15,1,358,358
5527,702,232,2022-11-07,4,411,1644
5528,2935,849,2024-04-23,2,401,802
5529,4696,764,2023-03-07,5,181,905
5530,1135,519,2022-08-24,5,160,800
5531,80,568,2023-10-17,1,50,50
5532,836,901,2022-08-30,2,282,564
5533,652,168,2023-07-24,3,302,906
5534,417,829,2023-10-20,2,496,992
5535,3681,731,2023-02-28,5,299,1495
5536,3867,65,2022-05-26,4,55,220
5537,746,194,2023-04-03,3,272,816
5538,2003,452,2022-01-07,4,259,1036
5539,240,961,2023-10-04,4,212,848
5540,2894,605,2023-12-23,4,24,96
5541,1945,853,2022-08-22,3,56,168
5542,856,170,2024-03-29,5,439,2195
5543,3516,931,2024-05-19,5,248,1240
5544,2647,738,2023-06-16,1,15,15
5545,3195,231,2023-07-23,4,219,876
5546,4516,962,2023-10-15,4,242,968
5547,4805,281,2023-09-21,1,353,353
5548,2599,6,2023-06-20,3,265,795
5549,1354,264,2022-04-25,1,481,481
5550,2036,931,2024-03-24,2,248,496
5551,2881,53,2022-11-27,3,108,324
5552,680,19,2024-06-07,2,390,780
5553,487,265,2023-02-08,2,492,984
5554,3621,161,2024-02-23,4,126,504
5555,3651,776,2023-07-01,3,284,852
5556,4719,806,2023-04-06,1,451,451
5557,1439,160,2024-01-20,5,47,235
5558,4315,23,2022-09-22,4,94,376
5559,1485,162,2023-02-24,5,284,1420
5560,691,343,2023-01-09,4,32,128
5561,1013,942,2022-01-14,2,71,142
5562,4543,416,2022-03-17,5,84,420
5563,2348,385,2023-06-19,3,408,1224
5564,3709,7,2022-06-26,3,479,1437
5565,4471,875,2023-04-25,3,449,1347
5566,1923,880,2023-05-28,3,25,75
5567,638,536,2022-07-27,4,207,828
5568,3009,130,2023-07-16,3,430,1290
5569,2234,767,2022-02-27,5,400,2000
5570,2126,256,2022-07-22,2,141,282
5571,3458,250,2022-10-12,5,92,460
5572,4290,914,2022-01-02,1,209,209
5573,3175,339,2023-10-18,1,157,157
5574,3689,618,2022-03-21,3,92,276
5575,1400,356,2022-06-04,3,324,972
5576,2335,312,2023-02-24,3,448,1344
5577,1506,860,2024-01-07,1,184,184
5578,250,483,2022-06-03,5,322,1610
5579,536,32,2022-03-16,3,438,1314
5580,3533,589,2022-09-20,4,490,1960
5581,3550,838,2023-11-09,1,167,167
5582,458,93,2024-03-16,5,254,1270
5583,2739,522,2023-10-27,1,488,488
5584,3370,891,2023-11-23,4,420,1680
5585,4136,936,2023-03-16,4,223,892
5586,3697,842,2022-11-02,5,210,1050
5587,3412,34,2023-04-01,2,156,312
5588,4070,852,2022-11-10,3,207,621
5589,3388,623,2022-12-14,4,24,96
5590,3186,289,2024-02-13,2,284,568
5591,3239,971,2022-04-14,3,10,30
5592,261,344,2024-03-07,2,115,230
5593,1248,609,2023-12-08,4,158,632
5594,3334,508,2022-02-05,5,344,1720
5595,3323,313,2022-09-19,4,340,1360
5596,2574,662,2022-08-29,4,481,1924
5597,126,944,2024-06-15,3,146,438
5598,1230,204,2022-03-20,1,306,306
5599,3212,222,2022-06-06,5,171,855
5600,3134,32,2022-12-01,3,438,1314
5601,1307,637,2022-01-12,4,183,732
5602,2102,620,2024-04-03,5,227,1135
5603,136,723,2024-06-14,1,82,82
5604,2378,429,2023-06-02,5,346,1730
5605,1460,1000,2024-02-07,4,153,612
5606,4232,2,2023-07-25,5,377,1885
5607,813,507,2022-02-06,4,386,1544
5608,852,462,2023-08-06,5,78,390
5609,1745,183,2022-04-14,5,369,1845
5610,1939,59,2023-11-13,5,198,990
5611,871,289,2022-02-08,1,284,284
5612,635,96,2022-06-16,4,131,524
5613,669,505,2023-07-21,4,351,1404
5614,1294,762,2023-11-17,1,43,43
5615,3089,617,2023-03-28,4,437,1748
5616,269,211,2023-07-19,1,422,422
5617,861,782,2023-06-06,5,472,2360
5618,482,964,2022-03-18,1,218,218
5619,3291,962,2024-02-14,2,242,484
5620,3391,458,2022-11-21,4,296,1184
5621,1262,571,2022-12-04,1,174,174
5622,2333,989,2022-01-07,5,164,820
5623,103,783,2023-06-04,2,422,844
5624,3795,927,2024-05-20,2,452,904
5625,4888,993,2024-01-26,1,447,447
5626,4335,29,2024-06-11,5,370,1850
5627,2693,203,2022-04-27,1,198,198
5628,3672,112,2024-03-20,5,176,880
5629,882,365,2022-06-03,2,249,498
5630,2236,1000,2022-09-19,2,153,306
5631,4984,123,2024-04-29,4,317,1268
5632,3035,713,2024-04-05,5,213,1065
5633,4890,303,2022-12-24,5,14,70
5634,2578,697,2022-01-10,4,149,596
5635,676,570,2022-11-25,5,373,1865
5636,2440,861,2024-05-21,2,283,566
5637,1682,255,2022-09-25,1,407,407
5638,1277,229,2022-01-29,4,211,844
5639,4768,341,2023-02-09,1,379,379
5640,3248,927,2022-01-21,3,452,1356
5641,4935,565,2024-05-08,5,114,570
5642,3649,342,2022-10-25,4,44,176
5643,1313,832,2024-04-23,3,17,51
5644,1074,756,2022-10-12,5,137,685
5645,4100,338,2024-02-05,1,342,342
5646,1655,258,2023-08-25,1,102,102
5647,3748,60,2022-08-30,4,281,1124
5648,4089,982,2023-08-25,1,324,324
5649,1894,229,2024-06-01,1,211,211
5650,1286,340,2023-08-27,5,186,930
5651,535,432,2023-06-10,1,476,476
5652,3448,816,2023-09-13,1,360,360
5653,1380,118,2023-10-27,4,117,468
5654,646,957,2023-11-10,3,55,165
5655,24,900,2023-07-25,1,268,268
5656,4653,26,2022-07-19,3,369,1107
5657,4452,340,2023-12-03,4,186,744
5658,4966,662,2023-04-08,3,481,1443
5659,4671,171,2022-06-04,4,25,100
5660,4125,253,2022-12-27,5,492,2460
5661,365,532,2023-10-07,5,202,1010
5662,2656,349,2022-05-12,5,109,545
5663,409,304,2023-11-23,1,306,306
5664,1315,377,2022-12-07,5,340,1700
5665,219,351,2024-01-27,3,477,1431
5666,4704,573,2022-12-06,3,383,1149
5667,1540,151,2022-09-19,1,89,89
5668,3434,748,2022-10-12,1,19,19
5669,4954,829,2023-11-26,2,496,992
5670,1603,230,2023-09-08,3,485,1455
5671,2705,336,2023-08-02,2,40,80
5672,3649,703,2023-07-02,1,322,322
